id,order_id,customer_id,tracking_number,ship_date,delivery_city,status
853,7970,13460,TRK933354,2024-01-06,San Antonio,in_transit
854,14533,3571,TRK989662,2024-08-24,Phoenix,in_transit
855,879,13446,TRK501671,2024-04-12,Chicago,delivered
856,10656,3763,TRK405650,2024-01-23,Dallas,in_transit
857,7159,10831,TRK647839,2024-06-16,Phoenix,in_transit
858,13128,3202,TRK195649,2024-02-05,Philadelphia,delivered
859,16568,9423,TRK106633,2024-12-15,Chicago,delivered
860,15567,11275,TRK279154,2024-09-25,San Jose,in_transit
861,13856,3416,TRK586197,2024-02-20,Phoenix,delivered
862,6855,1638,TRK178406,2024-05-02,San Diego,in_transit
863,2983,18,TRK837298,2024-07-22,San Antonio,delivered
864,12095,9187,TRK939713,2024-08-04,Phoenix,in_transit
865,8857,6663,TRK807754,2024-07-05,Dallas,in_transit
866,19773,7850,TRK628023,2024-05-05,San Antonio,in_transit
867,7634,8949,TRK218972,2024-11-16,San Jose,in_transit
868,9692,6560,TRK511053,2024-05-17,Chicago,delivered
869,10011,8210,TRK514872,2024-11-21,Chicago,in_transit
870,6621,13986,TRK871748,2024-03-24,San Antonio,in_transit
871,17066,1830,TRK774990,2024-09-16,Philadelphia,delivered
872,6899,7188,TRK410566,2024-04-13,Philadelphia,delivered
873,10457,814,TRK754366,2024-12-05,San Diego,in_transit
874,5254,10126,TRK401664,2024-11-22,Houston,in_transit
875,1668,5333,TRK158063,2024-04-05,Chicago,delivered
876,2666,7404,TRK873422,2024-07-27,San Antonio,in_transit
877,2680,5446,TRK402024,2024-12-01,Phoenix,delivered
878,18085,12274,TRK804163,2024-11-23,Los Angeles,delivered
879,15649,541,TRK286064,2024-07-23,San Jose,delivered
880,4334,10870,TRK633455,2024-02-08,Dallas,delivered
881,2151,5879,TRK152568,2024-12-24,Dallas,in_transit
882,17988,8101,TRK190262,2024-03-20,San Antonio,delivered
883,19300,4509,TRK136405,2024-04-01,Phoenix,delivered
884,10917,7290,TRK145359,2024-04-16,Chicago,delivered
885,5073,6781,TRK144973,2024-07-09,San Antonio,in_transit
886,13937,9681,TRK878254,2024-06-18,Chicago,delivered
887,15705,3976,TRK546713,2024-07-07,San Jose,in_transit
888,2464,3354,TRK167653,2024-07-22,Los Angeles,delivered
889,13773,5902,TRK673848,2024-08-01,Philadelphia,in_transit
890,1514,4855,TRK930902,2024-12-10,Houston,in_transit
891,1006,2139,TRK565881,2024-12-26,Dallas,in_transit
892,649,2057,TRK617241,2024-09-21,Los Angeles,delivered
893,13227,14663,TRK484690,2024-05-06,San Antonio,in_transit
894,1387,205,TRK625677,2024-04-09,Dallas,delivered
895,16432,10713,TRK371779,2024-08-04,New York,in_transit
896,12239,998,TRK337669,2024-12-14,San Jose,in_transit
897,12731,4286,TRK519338,2024-09-06,Philadelphia,delivered
898,17381,11322,TRK290742,2024-07-17,Phoenix,delivered
899,18404,3520,TRK183298,2024-12-26,Chicago,delivered
900,1427,8690,TRK140129,2024-10-11,New York,delivered
901,11515,1028,TRK571563,2024-11-02,New York,delivered
902,7384,8693,TRK924356,2024-04-18,Philadelphia,delivered
903,16689,6906,TRK678112,2024-12-12,Chicago,in_transit
904,2578,4007,TRK258780,2024-03-20,San Diego,delivered
905,10838,14999,TRK194687,2024-07-14,New York,in_transit
906,11665,8635,TRK517084,2024-08-12,Philadelphia,in_transit
907,17066,1830,TRK308083,2024-12-19,Philadelphia,in_transit
908,2571,8745,TRK548856,2024-06-14,San Jose,delivered
909,17836,10182,TRK311071,2024-09-15,New York,delivered
910,72,1602,TRK138656,2024-07-28,Los Angeles,in_transit
911,14388,14014,TRK804479,2024-01-13,Phoenix,in_transit
912,18880,2449,TRK375957,2024-09-17,San Antonio,delivered
913,9585,10439,TRK984943,2024-01-07,San Antonio,in_transit
914,5993,2016,TRK703324,2024-08-04,Los Angeles,delivered
915,4438,884,TRK869706,2024-06-28,San Jose,in_transit
916,17394,5721,TRK453316,2024-10-02,Chicago,in_transit
917,1964,7256,TRK983960,2024-07-12,Chicago,in_transit
918,796,543,TRK370400,2024-06-08,New York,delivered
919,8686,4905,TRK543045,2024-01-05,San Antonio,delivered
920,7272,9129,TRK932050,2024-02-11,New York,in_transit
921,12517,5220,TRK717451,2024-01-24,Houston,in_transit
922,946,7067,TRK725817,2024-05-26,San Jose,delivered
923,1757,8397,TRK845594,2024-12-28,San Jose,delivered
924,5337,2289,TRK289388,2024-04-03,Philadelphia,delivered
925,7082,312,TRK793262,2024-12-20,Philadelphia,delivered
926,2697,7326,TRK444549,2024-02-06,Dallas,delivered
927,8941,10066,TRK844241,2024-05-17,San Antonio,delivered
928,13894,1158,TRK942216,2024-04-25,Chicago,in_transit
929,13463,6766,TRK719550,2024-01-12,Chicago,delivered
930,8112,9491,TRK436729,2024-08-10,Phoenix,delivered
931,5518,13282,TRK251370,2024-03-18,San Diego,delivered
932,4644,2280,TRK647614,2024-03-23,Philadelphia,delivered
933,137,10820,TRK238194,2024-03-13,Houston,in_transit
934,7526,634,TRK818564,2024-12-24,Philadelphia,in_transit
935,17781,4839,TRK892585,2024-02-16,Phoenix,delivered
936,18097,9619,TRK616096,2024-09-10,San Jose,delivered
937,975,10028,TRK449252,2024-06-15,San Antonio,in_transit
938,12624,2648,TRK179359,2024-09-13,Phoenix,delivered
939,17494,270,TRK876959,2024-04-02,San Diego,in_transit
940,8598,9175,TRK610657,2024-03-21,New York,in_transit
941,3754,3444,TRK999049,2024-05-03,Houston,in_transit
942,8075,11703,TRK698511,2024-06-03,Chicago,in_transit
943,14853,9027,TRK243292,2024-08-23,Chicago,in_transit
944,13255,3402,TRK232608,2024-02-23,Dallas,in_transit
945,15829,10039,TRK475728,2024-11-27,San Diego,delivered
946,2583,4819,TRK547553,2024-12-04,Los Angeles,delivered
947,14918,7859,TRK760606,2024-08-06,New York,in_transit
948,19134,9083,TRK581549,2024-06-19,New York,delivered
949,2125,8401,TRK207082,2024-01-16,Dallas,in_transit
950,2268,2303,TRK297742,2024-11-05,Houston,delivered
951,8926,11088,TRK976791,2024-10-08,Chicago,in_transit
952,18270,13073,TRK690357,2024-10-04,Houston,in_transit
953,9608,6016,TRK548708,2024-07-24,New York,delivered
954,14703,7892,TRK926541,2024-08-24,Dallas,in_transit
955,796,543,TRK416488,2024-03-24,New York,in_transit
956,19327,2292,TRK211515,2024-10-24,Chicago,delivered
957,2206,9314,TRK548287,2024-02-15,Dallas,delivered
958,9218,13541,TRK348774,2024-06-01,Houston,delivered
959,5066,8008,TRK191911,2024-06-21,New York,in_transit
960,13679,13608,TRK777492,2024-02-16,Dallas,delivered
961,5594,1434,TRK944443,2024-05-12,Dallas,delivered
962,5183,12357,TRK157642,2024-07-28,New York,in_transit
963,5679,6416,TRK741220,2024-10-28,Phoenix,in_transit
964,6423,12418,TRK768001,2024-11-04,San Jose,in_transit
965,13057,1001,TRK836765,2024-09-27,Houston,delivered
966,13421,983,TRK177200,2024-12-16,San Diego,delivered
967,675,5540,TRK158751,2024-08-10,San Jose,in_transit
968,5955,13002,TRK109334,2024-02-27,San Antonio,delivered
969,10240,3819,TRK984158,2024-12-11,New York,in_transit
970,7931,14807,TRK706956,2024-11-22,Chicago,in_transit
971,18928,7228,TRK938223,2024-10-23,New York,delivered
972,19433,9415,TRK112286,2024-10-02,Dallas,delivered
973,5366,4074,TRK972018,2024-10-22,Houston,delivered
974,9907,5518,TRK252830,2024-05-23,Houston,delivered
975,4983,9018,TRK574004,2024-08-17,Houston,in_transit
976,13601,13245,TRK855220,2024-06-03,San Antonio,in_transit
977,18322,13238,TRK159569,2024-08-21,Phoenix,delivered
978,2953,8921,TRK801412,2024-05-28,Chicago,in_transit
979,7060,7818,TRK593647,2024-07-02,Phoenix,in_transit
980,8868,6494,TRK977179,2024-12-07,Phoenix,delivered
981,11128,4133,TRK159434,2024-08-03,Los Angeles,delivered
982,14530,6258,TRK928057,2024-02-16,Philadelphia,in_transit
983,7468,3285,TRK974559,2024-04-28,San Jose,delivered
984,9549,7399,TRK938139,2024-05-27,Houston,delivered
985,11266,5375,TRK600088,2024-09-09,Chicago,delivered
986,6823,4423,TRK771060,2024-02-16,Houston,delivered
987,13276,10101,TRK741878,2024-08-13,Dallas,delivered
988,5393,10150,TRK455795,2024-09-13,San Antonio,delivered
989,14733,10668,TRK231874,2024-01-17,Los Angeles,delivered
990,11793,6081,TRK484849,2024-08-26,Philadelphia,in_transit
991,10638,2105,TRK592821,2024-03-22,San Diego,delivered
992,12649,3487,TRK946203,2024-09-13,Los Angeles,in_transit
993,13825,3354,TRK206692,2024-10-02,Los Angeles,delivered
994,11819,362,TRK673752,2024-07-20,San Jose,delivered
995,12582,5819,TRK849666,2024-12-26,San Jose,in_transit
996,7651,13885,TRK690972,2024-07-07,Philadelphia,delivered
997,19734,11591,TRK727276,2024-11-08,San Antonio,delivered
998,12301,3922,TRK947111,2024-11-11,Chicago,delivered
999,1943,9535,TRK406036,2024-05-05,Philadelphia,in_transit
1000,19792,2732,TRK680033,2024-11-10,Los Angeles,in_transit
1001,17381,11322,TRK560417,2024-05-16,Phoenix,delivered
1002,3385,2160,TRK739018,2024-05-13,San Antonio,in_transit
1003,4392,10081,TRK135533,2024-04-01,Chicago,delivered
1004,9287,1798,TRK638287,2024-02-18,Phoenix,delivered
1005,14935,5953,TRK432986,2024-06-15,Chicago,in_transit
1006,7918,9793,TRK510693,2024-12-04,Chicago,delivered
1007,3434,5903,TRK757677,2024-03-12,Chicago,delivered
1008,15335,5428,TRK637622,2024-06-14,San Diego,delivered
1009,19715,3423,TRK653870,2024-11-23,New York,delivered
1010,11322,12190,TRK134990,2024-12-05,New York,delivered
1011,15432,11644,TRK122449,2024-07-20,Phoenix,in_transit
1012,11695,9935,TRK857954,2024-07-18,Houston,in_transit
1013,17939,1495,TRK440595,2024-07-02,Philadelphia,in_transit
1014,17433,12752,TRK331027,2024-06-15,Los Angeles,in_transit
1015,15785,7751,TRK411844,2024-12-17,Los Angeles,in_transit
1016,4978,6737,TRK639882,2024-09-04,San Jose,delivered
1017,11015,3592,TRK779261,2024-04-18,San Diego,delivered
1018,17775,10007,TRK204936,2024-11-27,Houston,in_transit
1019,16670,8417,TRK739624,2024-04-27,Chicago,in_transit
1020,4961,1052,TRK697874,2024-11-22,San Antonio,delivered
1021,13371,10944,TRK241340,2024-01-22,San Diego,in_transit
1022,14325,7345,TRK364793,2024-07-16,Dallas,delivered
1023,8212,5667,TRK676922,2024-02-28,New York,in_transit
1024,12869,13450,TRK830716,2024-04-08,Dallas,delivered
1025,4426,1248,TRK603213,2024-05-09,San Antonio,in_transit
1026,1195,12953,TRK290511,2024-04-20,New York,delivered
1027,11485,154,TRK736902,2024-06-09,San Antonio,delivered
1028,12046,3283,TRK454850,2024-11-18,Los Angeles,in_transit
1029,4913,4494,TRK470696,2024-12-05,Chicago,delivered
1030,678,12117,TRK170507,2024-02-10,Chicago,delivered
1031,10290,11214,TRK829890,2024-01-05,Los Angeles,in_transit
1032,18280,5813,TRK297740,2024-05-04,Philadelphia,delivered
1033,16601,12489,TRK258181,2024-08-03,Los Angeles,delivered
1034,11407,7488,TRK323090,2024-10-18,Houston,delivered
1035,19811,345,TRK935831,2024-02-05,New York,in_transit
1036,309,10253,TRK997954,2024-02-06,Los Angeles,in_transit
1037,2469,6451,TRK107359,2024-06-12,San Antonio,delivered
1038,1390,7516,TRK107171,2024-08-23,Philadelphia,delivered
1039,14678,2273,TRK972386,2024-03-11,Houston,delivered
1040,3329,1384,TRK643160,2024-07-19,Los Angeles,in_transit
1041,13365,8904,TRK792829,2024-01-18,San Jose,in_transit
1042,12042,5659,TRK995442,2024-05-10,Phoenix,delivered
1043,9097,13013,TRK497194,2024-11-26,New York,in_transit
1044,1275,882,TRK583479,2024-11-17,San Antonio,delivered
1045,653,2381,TRK534250,2024-07-06,Dallas,delivered
1046,11894,6042,TRK221151,2024-09-01,Philadelphia,in_transit
1047,1570,12318,TRK242264,2024-01-19,Houston,delivered
1048,2734,11526,TRK852049,2024-03-14,Dallas,in_transit
1049,14285,4066,TRK456728,2024-03-08,New York,in_transit
1050,6104,12280,TRK715383,2024-09-17,San Jose,in_transit
1051,4195,9767,TRK653595,2024-05-21,Chicago,delivered
1052,6961,14021,TRK178639,2024-09-20,Phoenix,in_transit
1053,2632,14965,TRK984482,2024-05-22,Philadelphia,delivered
1054,15655,11790,TRK631317,2024-12-26,New York,delivered
1055,15961,10005,TRK183942,2024-10-18,Philadelphia,delivered
1056,19283,3603,TRK344848,2024-08-15,Chicago,delivered
1057,19531,1690,TRK752750,2024-04-25,San Diego,delivered
1058,10039,799,TRK533148,2024-09-11,Philadelphia,delivered
1059,6768,4957,TRK843802,2024-11-24,San Antonio,delivered
1060,4136,4118,TRK565125,2024-09-11,New York,delivered
1061,7474,11713,TRK553331,2024-09-08,Houston,in_transit
1062,19068,556,TRK729737,2024-06-11,Houston,delivered
1063,5827,2644,TRK557662,2024-03-10,Phoenix,delivered
1064,15582,12732,TRK852235,2024-10-10,Los Angeles,in_transit
1065,13767,2776,TRK790238,2024-07-17,San Diego,delivered
1066,7836,5174,TRK111561,2024-09-11,Chicago,in_transit
1067,11332,1817,TRK549638,2024-06-13,Houston,in_transit
1068,7246,1821,TRK471423,2024-04-11,Chicago,in_transit
1069,19091,5267,TRK271920,2024-06-21,Houston,delivered
1070,3460,1594,TRK713110,2024-01-07,Phoenix,delivered
1071,19051,4337,TRK584942,2024-04-19,Phoenix,delivered
1072,1488,3363,TRK642971,2024-11-11,Houston,delivered
1073,11697,5736,TRK503510,2024-06-11,San Jose,delivered
1074,8431,7341,TRK237315,2024-05-25,New York,in_transit
1075,3670,8138,TRK656062,2024-09-02,Chicago,delivered
1076,4309,13243,TRK558224,2024-08-18,Houston,delivered
1077,8500,7478,TRK976819,2024-12-19,Los Angeles,in_transit
1078,11070,11014,TRK397091,2024-08-26,San Diego,in_transit
1079,17811,7347,TRK191967,2024-09-05,San Diego,delivered
1080,2599,14513,TRK437911,2024-06-18,Dallas,in_transit
1081,9556,9951,TRK423230,2024-03-07,Los Angeles,in_transit
1082,10476,1522,TRK951073,2024-02-10,Phoenix,in_transit
1083,10488,12236,TRK162826,2024-04-25,San Jose,in_transit
1084,2421,10639,TRK646767,2024-11-24,San Jose,delivered
1085,10894,8703,TRK264169,2024-02-16,San Diego,delivered
1086,17990,12521,TRK739522,2024-04-08,Chicago,in_transit
1087,4108,7951,TRK981119,2024-09-08,Los Angeles,in_transit
1088,10503,882,TRK687979,2024-03-27,San Antonio,in_transit
1089,19098,13564,TRK224860,2024-10-21,San Antonio,in_transit
1090,5957,12175,TRK348180,2024-06-05,Dallas,delivered
1091,3133,7865,TRK516151,2024-09-08,Los Angeles,delivered
1092,344,14878,TRK859660,2024-11-06,New York,delivered
1093,11976,13893,TRK471239,2024-04-08,San Antonio,in_transit
1094,124,7398,TRK269875,2024-12-11,Philadelphia,in_transit
1095,17473,14494,TRK106959,2024-10-20,San Antonio,in_transit
1096,3542,4031,TRK830558,2024-07-27,San Jose,in_transit
1097,12186,9112,TRK478230,2024-05-11,Houston,delivered
1098,19305,798,TRK859986,2024-04-27,Phoenix,delivered
1099,7554,6711,TRK462531,2024-10-27,Chicago,delivered
1100,2766,5611,TRK272533,2024-09-11,Chicago,delivered
1101,1489,2587,TRK576794,2024-02-10,Chicago,delivered
1102,10746,11595,TRK154324,2024-09-20,San Diego,delivered
1103,15870,2203,TRK961780,2024-04-13,Chicago,delivered
1104,11132,14400,TRK520513,2024-12-07,Phoenix,in_transit
1105,11742,3549,TRK158527,2024-02-13,Chicago,in_transit
1106,17457,9467,TRK992608,2024-07-03,Chicago,in_transit
1107,16786,1685,TRK171012,2024-04-02,San Jose,in_transit
1108,13958,1337,TRK433884,2024-03-14,Dallas,delivered
1109,2112,11433,TRK274148,2024-08-17,San Diego,in_transit
1110,6211,5694,TRK599360,2024-06-02,Los Angeles,delivered
1111,18464,8451,TRK436581,2024-08-06,Chicago,delivered
1112,17419,4121,TRK618734,2024-02-26,San Diego,delivered
1113,17355,6480,TRK415011,2024-03-08,San Diego,delivered
1114,2388,2509,TRK615802,2024-01-19,Philadelphia,in_transit
1115,10355,2544,TRK109058,2024-08-02,Philadelphia,in_transit
1116,13124,10316,TRK450241,2024-03-05,Phoenix,delivered
1117,7442,1731,TRK649920,2024-08-26,Chicago,delivered
1118,7976,8889,TRK870223,2024-06-26,San Antonio,in_transit
1119,11746,7436,TRK843120,2024-02-28,Dallas,delivered
1120,6405,9902,TRK518735,2024-02-13,New York,in_transit
1121,2952,5804,TRK687134,2024-07-10,New York,delivered
1122,1485,10759,TRK765178,2024-08-23,Chicago,in_transit
1123,9699,11522,TRK556367,2024-06-20,Los Angeles,delivered
1124,514,1351,TRK338043,2024-05-27,New York,in_transit
1125,16378,9404,TRK786755,2024-01-22,New York,delivered
1126,13587,6576,TRK715886,2024-01-19,San Jose,delivered
1127,6401,14733,TRK302613,2024-01-24,San Diego,in_transit
1128,14538,6412,TRK585582,2024-07-09,Los Angeles,delivered
1129,17019,13757,TRK537226,2024-11-24,Philadelphia,delivered
1130,12404,6273,TRK629747,2024-07-24,Houston,delivered
1131,1192,4628,TRK653437,2024-12-07,Chicago,delivered
1132,7291,8383,TRK381985,2024-10-04,New York,in_transit
1133,2759,12883,TRK969294,2024-08-01,Philadelphia,delivered
1134,11860,14742,TRK287051,2024-04-19,San Diego,delivered
1135,13752,11064,TRK795715,2024-09-17,Chicago,delivered
1136,13344,5811,TRK469916,2024-07-01,Dallas,in_transit
1137,4878,8791,TRK407259,2024-03-10,San Diego,delivered
1138,11357,10386,TRK557361,2024-12-10,Chicago,delivered
1139,11867,9096,TRK364658,2024-03-13,San Jose,delivered
1140,3615,4664,TRK816621,2024-06-05,Philadelphia,in_transit
1141,13258,10873,TRK361649,2024-12-18,Chicago,delivered
1142,4793,9341,TRK754044,2024-10-04,Houston,delivered
1143,190,5471,TRK624904,2024-09-12,San Antonio,delivered
1144,13192,2987,TRK671581,2024-04-18,Phoenix,delivered
1145,12472,4905,TRK466492,2024-09-06,San Antonio,in_transit
1146,13263,11880,TRK169783,2024-06-22,Philadelphia,delivered
1147,9735,2720,TRK875087,2024-03-25,Houston,delivered
1148,5560,12435,TRK991580,2024-09-20,San Jose,delivered
1149,1761,13453,TRK794059,2024-02-13,Dallas,delivered
1150,17022,13866,TRK839299,2024-11-20,Phoenix,in_transit
1151,11772,9096,TRK488480,2024-05-09,San Jose,in_transit
1152,11705,13260,TRK774120,2024-02-01,New York,delivered
1153,16978,13709,TRK813288,2024-03-02,Los Angeles,in_transit
1154,13601,13245,TRK649461,2024-11-24,San Antonio,in_transit
1155,10763,10571,TRK319470,2024-10-20,New York,delivered
1156,11532,9632,TRK150379,2024-08-17,San Antonio,delivered
1157,441,4433,TRK390707,2024-09-06,San Antonio,delivered
1158,3911,1814,TRK372150,2024-02-03,Phoenix,in_transit
1159,16143,2459,TRK691908,2024-12-06,Dallas,delivered
1160,12387,11249,TRK423596,2024-03-03,San Jose,in_transit
1161,566,5695,TRK257498,2024-09-20,Houston,in_transit
1162,16853,10541,TRK917718,2024-07-26,New York,in_transit
1163,8312,8952,TRK695954,2024-09-16,Houston,in_transit
1164,6985,8705,TRK906820,2024-06-14,Chicago,in_transit
1165,3648,14480,TRK201887,2024-09-08,San Antonio,in_transit
1166,15226,12647,TRK113245,2024-02-22,New York,in_transit
1167,17106,7752,TRK645496,2024-05-12,New York,in_transit
1168,252,2069,TRK946329,2024-01-21,Chicago,delivered
1169,10505,7142,TRK169586,2024-07-12,Houston,delivered
1170,17488,1051,TRK346919,2024-12-21,Philadelphia,in_transit
1171,16995,3387,TRK760739,2024-03-25,Dallas,in_transit
1172,18126,1886,TRK227929,2024-07-23,Phoenix,delivered
1173,6617,14526,TRK538789,2024-04-13,Dallas,delivered
1174,12214,7292,TRK378299,2024-05-03,Phoenix,in_transit
1175,13951,2942,TRK477447,2024-12-20,New York,in_transit
1176,12840,6905,TRK663277,2024-02-05,Los Angeles,in_transit
1177,19247,13722,TRK701729,2024-10-03,Phoenix,delivered
1178,15708,14908,TRK370803,2024-08-21,Houston,in_transit
1179,11210,3888,TRK133394,2024-07-19,Houston,in_transit
1180,12837,6246,TRK902220,2024-08-27,Phoenix,in_transit
1181,2351,1324,TRK635357,2024-03-13,Phoenix,in_transit
1182,2158,9069,TRK582345,2024-03-10,Los Angeles,in_transit
1183,13923,5910,TRK624992,2024-01-25,New York,in_transit
1184,14665,8591,TRK832413,2024-06-14,Chicago,in_transit
1185,4560,7219,TRK303880,2024-11-28,Dallas,in_transit
1186,3318,13501,TRK258457,2024-10-01,Chicago,delivered
1187,9141,8341,TRK282122,2024-11-18,San Jose,delivered
1188,4243,13043,TRK555233,2024-02-16,San Antonio,delivered
1189,10526,13390,TRK249715,2024-01-21,Phoenix,in_transit
1190,5445,196,TRK440243,2024-06-01,Chicago,delivered
1191,10264,13920,TRK874290,2024-10-26,Phoenix,in_transit
1192,14226,5157,TRK555073,2024-01-23,Houston,in_transit
1193,10189,3463,TRK263004,2024-06-09,San Diego,delivered
1194,15060,9828,TRK683136,2024-04-03,Philadelphia,in_transit
1195,13265,1385,TRK652643,2024-04-09,Los Angeles,delivered
1196,3213,4475,TRK122092,2024-01-13,San Diego,delivered
1197,14991,868,TRK379008,2024-05-02,Chicago,in_transit
1198,7189,11180,TRK585875,2024-11-23,San Diego,in_transit
1199,16096,6455,TRK304157,2024-09-05,San Diego,in_transit
1200,18453,2259,TRK839930,2024-01-14,New York,delivered
1201,12003,5074,TRK272487,2024-05-28,Dallas,in_transit
1202,14670,7446,TRK904481,2024-06-28,San Diego,delivered
1203,132,8924,TRK100161,2024-01-07,Phoenix,in_transit
1204,5201,10838,TRK943275,2024-02-16,San Diego,in_transit
1205,9990,11535,TRK613146,2024-09-21,Philadelphia,in_transit
1206,7250,3874,TRK257162,2024-05-19,Houston,in_transit
1207,2148,2478,TRK108890,2024-05-12,San Jose,delivered
1208,19354,654,TRK216366,2024-07-05,Phoenix,in_transit
1209,10697,14504,TRK960633,2024-10-15,San Jose,delivered
1210,5636,13443,TRK750944,2024-02-01,Philadelphia,in_transit
1211,19532,7321,TRK477013,2024-12-04,Philadelphia,delivered
1212,12682,4900,TRK502857,2024-11-23,San Jose,delivered
1213,12396,11022,TRK902129,2024-08-26,Chicago,in_transit
1214,4745,7729,TRK358389,2024-01-21,Houston,delivered
1215,7528,13657,TRK669472,2024-07-28,Chicago,delivered
1216,16378,9404,TRK343754,2024-05-16,New York,delivered
1217,10973,9230,TRK559015,2024-04-16,San Jose,in_transit
1218,2071,3447,TRK376895,2024-11-22,New York,delivered
1219,1763,4020,TRK140271,2024-11-23,Houston,delivered
1220,12199,4870,TRK910148,2024-08-04,San Diego,in_transit
1221,11832,11344,TRK412831,2024-02-20,Chicago,in_transit
1222,2813,496,TRK319538,2024-05-03,New York,in_transit
1223,4658,11515,TRK971153,2024-07-02,San Jose,delivered
1224,9544,8737,TRK690284,2024-09-18,Phoenix,delivered
1225,16816,12673,TRK341250,2024-01-03,Chicago,delivered
1226,12046,3283,TRK894927,2024-11-10,Los Angeles,in_transit
1227,13554,1240,TRK124652,2024-08-08,New York,delivered
1228,2708,13206,TRK721808,2024-11-28,San Diego,in_transit
1229,16474,4607,TRK928780,2024-07-19,Phoenix,in_transit
1230,6976,4341,TRK241297,2024-02-10,San Jose,in_transit
1231,5973,3869,TRK131848,2024-05-15,Dallas,delivered
1232,12999,14294,TRK112018,2024-09-15,San Jose,delivered
1233,8162,14336,TRK938955,2024-05-07,Phoenix,delivered
1234,13159,13122,TRK187563,2024-01-27,New York,in_transit
1235,18035,4616,TRK779156,2024-05-20,Philadelphia,in_transit
1236,8281,14364,TRK367629,2024-03-09,Phoenix,in_transit
1237,14861,102,TRK185299,2024-03-03,Chicago,delivered
1238,18960,1590,TRK687731,2024-05-13,New York,delivered
1239,5581,10750,TRK371412,2024-08-12,Phoenix,in_transit
1240,12610,3322,TRK262020,2024-05-27,San Jose,in_transit
1241,18452,4463,TRK611515,2024-12-14,Dallas,in_transit
1242,542,1859,TRK213548,2024-08-26,San Antonio,delivered
1243,13847,13742,TRK126902,2024-11-14,New York,delivered
1244,3632,13089,TRK115575,2024-10-24,San Jose,delivered
1245,12729,11114,TRK215122,2024-11-05,New York,delivered
1246,12565,9223,TRK595927,2024-03-28,New York,delivered
1247,13729,834,TRK691585,2024-10-18,Los Angeles,in_transit
1248,18326,1190,TRK511547,2024-06-26,San Antonio,in_transit
1249,17005,2759,TRK694702,2024-10-03,Houston,delivered
1250,6348,2827,TRK171709,2024-02-09,San Diego,delivered
1251,13355,3702,TRK848807,2024-11-03,San Antonio,in_transit
1252,560,12130,TRK118830,2024-03-13,San Antonio,delivered
1253,16271,3186,TRK159138,2024-04-27,San Antonio,in_transit
1254,13561,9046,TRK619916,2024-01-09,Los Angeles,in_transit
1255,17301,2064,TRK224865,2024-07-14,Philadelphia,delivered
1256,12230,849,TRK514282,2024-08-17,New York,delivered
1257,1203,10270,TRK972128,2024-02-22,San Diego,delivered
1258,3177,7455,TRK540490,2024-01-09,San Antonio,in_transit
1259,12243,14879,TRK384598,2024-02-07,Philadelphia,in_transit
1260,13024,11574,TRK524787,2024-10-26,Houston,in_transit
1261,11931,3904,TRK864416,2024-03-15,Chicago,in_transit
1262,14608,4719,TRK975256,2024-11-19,Los Angeles,in_transit
1263,9534,2136,TRK430716,2024-02-20,San Jose,delivered
1264,4261,8018,TRK258891,2024-07-14,San Jose,in_transit
1265,15261,9780,TRK606261,2024-08-21,Chicago,in_transit
1266,821,859,TRK379466,2024-01-28,New York,delivered
1267,14347,635,TRK464108,2024-06-01,Dallas,in_transit
1268,370,1936,TRK188456,2024-03-03,Chicago,in_transit
1269,80,5578,TRK496535,2024-02-06,Los Angeles,in_transit
1270,10407,6074,TRK698040,2024-03-13,Houston,in_transit
1271,6009,14084,TRK703283,2024-10-24,Houston,in_transit
1272,19827,8591,TRK296367,2024-02-06,Chicago,delivered
1273,4888,10829,TRK689382,2024-04-03,Houston,in_transit
1274,8515,9257,TRK169521,2024-08-05,Dallas,in_transit
1275,12629,5569,TRK531000,2024-07-14,Houston,delivered
1276,13348,13901,TRK233368,2024-03-22,San Diego,in_transit
1277,14980,9956,TRK567430,2024-09-27,New York,delivered
1278,16160,1843,TRK485497,2024-06-04,San Jose,delivered
1279,7548,1501,TRK434734,2024-02-12,Chicago,in_transit
1280,17634,12014,TRK274858,2024-01-23,San Jose,delivered
1281,5187,1591,TRK299482,2024-04-13,San Diego,in_transit
1282,14619,6058,TRK323462,2024-07-04,Phoenix,in_transit
1283,15093,12002,TRK703011,2024-04-19,Phoenix,in_transit
1284,10267,2072,TRK510841,2024-11-19,Dallas,in_transit
1285,14755,13461,TRK776585,2024-09-14,Phoenix,delivered
1286,8167,14184,TRK127036,2024-07-17,Los Angeles,in_transit
1287,10416,1146,TRK432098,2024-03-04,Dallas,in_transit
1288,12625,10331,TRK991634,2024-11-28,San Diego,in_transit
1289,9985,7115,TRK938913,2024-05-08,Dallas,delivered
1290,7246,1821,TRK857217,2024-12-17,Chicago,delivered
1291,5391,491,TRK498681,2024-06-11,Houston,in_transit
1292,2084,7130,TRK323532,2024-04-06,Dallas,in_transit
1293,3145,4691,TRK586390,2024-06-16,Los Angeles,in_transit
1294,16121,12524,TRK772445,2024-11-04,Los Angeles,in_transit
1295,10205,4991,TRK312834,2024-12-13,Los Angeles,in_transit
1296,8581,3232,TRK440034,2024-04-27,Los Angeles,delivered
1297,14006,9950,TRK631467,2024-07-15,San Diego,delivered
1298,18657,12564,TRK161439,2024-05-20,Philadelphia,delivered
