id,product_name,category,base_price
2603,Cable,Electronics,46.29
2604,Monitor,Computing,154.71
2605,Laptop,Electronics,116.18
2606,Cable,Electronics,288.81
2607,Laptop,Accessories,252.98
2608,Cable,Accessories,161.4
2609,Adapter,Computing,435.95
2610,Webcam,Electronics,129.96
2611,Microphone,Accessories,414.97
2612,Mouse,Accessories,427.03
2613,Mouse,Electronics,12.76
2614,Keyboard,Computing,141.28
2615,Cable,Accessories,97.07
2616,Headphones,Electronics,240.61
2617,Keyboard,Computing,17.26
2618,Webcam,Electronics,160.67
2619,Speaker,Accessories,317.73
2620,Speaker,Electronics,303.04
2621,Keyboard,Electronics,135.35
2622,Keyboard,Computing,57.65
2623,Monitor,Computing,428.84
2624,Webcam,Computing,413.96
2625,Microphone,Electronics,284.52
2626,Keyboard,Electronics,352.56
2627,Headphones,Electronics,108.91
2628,Headphones,Computing,12.77
2629,Speaker,Computing,343.61
2630,Keyboard,Computing,499.71
2631,Speaker,Computing,283.0
2632,Cable,Electronics,138.47
2633,Adapter,Computing,164.21
2634,Webcam,Accessories,413.76
2635,Headphones,Computing,493.11
2636,Adapter,Computing,57.3
2637,Adapter,Accessories,305.04
2638,Webcam,Accessories,125.79
2639,Webcam,Accessories,73.9
2640,Webcam,Computing,222.85
2641,Speaker,Electronics,371.13
2642,Laptop,Computing,379.33
2643,Adapter,Electronics,240.09
2644,Keyboard,Accessories,418.58
2645,Mouse,Accessories,80.25
2646,Laptop,Electronics,186.85
2647,Adapter,Computing,433.81
2648,Adapter,Electronics,349.84
2649,Webcam,Electronics,254.47
2650,Keyboard,Accessories,291.44
2651,Laptop,Electronics,448.37
2652,Microphone,Electronics,89.67
2653,Cable,Computing,366.09
2654,Mouse,Accessories,62.08
2655,Monitor,Electronics,477.98
2656,Adapter,Computing,480.97
2657,Webcam,Electronics,97.41
2658,Keyboard,Computing,361.13
2659,Mouse,Accessories,243.38
2660,Mouse,Electronics,292.32
2661,Headphones,Accessories,301.9
2662,Webcam,Accessories,98.65
2663,Adapter,Electronics,199.77
2664,Adapter,Accessories,34.16
2665,Speaker,Computing,279.81
2666,Speaker,Computing,306.28
2667,Keyboard,Electronics,426.83
2668,Microphone,Computing,421.46
2669,Monitor,Computing,395.78
2670,Headphones,Accessories,37.46
2671,Mouse,Electronics,182.88
2672,Monitor,Computing,441.72
2673,Cable,Computing,218.09
2674,Microphone,Electronics,432.68
2675,Keyboard,Electronics,300.98
2676,Adapter,Computing,474.76
2677,Speaker,Computing,186.43
2678,Adapter,Computing,490.44
2679,Cable,Computing,124.45
2680,Webcam,Accessories,149.56
2681,Webcam,Electronics,315.29
2682,Monitor,Electronics,372.63
2683,Monitor,Electronics,25.44
2684,Keyboard,Accessories,94.33
2685,Microphone,Electronics,475.18
2686,Cable,Computing,439.89
2687,Adapter,Accessories,154.5
2688,Cable,Computing,87.79
2689,Laptop,Computing,108.7
2690,Cable,Accessories,16.85
2691,Monitor,Accessories,388.35
2692,Headphones,Electronics,70.61
2693,Microphone,Accessories,244.0
2694,Cable,Computing,175.57
2695,Headphones,Electronics,323.68
2696,Microphone,Electronics,259.44
2697,Keyboard,Accessories,409.5
2698,Keyboard,Computing,286.01
2699,Microphone,Computing,145.58
2700,Cable,Electronics,444.35
2701,Mouse,Accessories,369.59
2702,Adapter,Computing,333.5
2703,Laptop,Electronics,399.2
2704,Headphones,Computing,436.01
2705,Monitor,Computing,240.17
2706,Keyboard,Accessories,47.65
2707,Mouse,Accessories,311.03
2708,Laptop,Accessories,342.25
2709,Monitor,Accessories,118.7
2710,Laptop,Accessories,12.07
2711,Headphones,Accessories,477.07
2712,Adapter,Electronics,359.31
2713,Speaker,Electronics,88.77
2714,Keyboard,Accessories,498.77
2715,Adapter,Accessories,236.23
2716,Adapter,Accessories,498.22
2717,Speaker,Accessories,394.53
2718,Mouse,Accessories,122.09
2719,Monitor,Electronics,156.07
2720,Mouse,Computing,377.89
2721,Headphones,Computing,228.1
2722,Laptop,Computing,434.38
2723,Microphone,Electronics,85.43
2724,Mouse,Computing,121.67
2725,Mouse,Computing,224.86
2726,Headphones,Accessories,450.98
2727,Headphones,Accessories,279.14
2728,Laptop,Electronics,342.79
2729,Laptop,Electronics,416.76
2730,Keyboard,Electronics,94.79
2731,Webcam,Electronics,295.98
2732,Microphone,Accessories,230.49
2733,Headphones,Accessories,250.97
2734,Webcam,Accessories,262.07
2735,Speaker,Electronics,286.05
2736,Mouse,Computing,273.05
2737,Headphones,Accessories,88.89
2738,Mouse,Computing,456.59
2739,Webcam,Accessories,162.51
2740,Adapter,Accessories,182.03
2741,Monitor,Electronics,389.06
2742,Adapter,Computing,427.13
2743,Headphones,Computing,77.03
2744,Webcam,Electronics,37.44
2745,Cable,Computing,325.31
2746,Cable,Accessories,491.08
2747,Cable,Electronics,251.69
2748,Keyboard,Computing,265.21
2749,Speaker,Accessories,398.52
2750,Mouse,Accessories,56.19
2751,Microphone,Accessories,79.09
2752,Microphone,Electronics,425.14
2753,Adapter,Electronics,307.43
2754,Keyboard,Electronics,270.35
2755,Laptop,Accessories,335.28
2756,Speaker,Electronics,390.28
2757,Laptop,Computing,372.06
2758,Keyboard,Accessories,255.27
2759,Monitor,Computing,421.38
2760,Cable,Accessories,467.19
2761,Laptop,Electronics,64.81
2762,Headphones,Accessories,427.82
2763,Monitor,Accessories,135.17
2764,Cable,Electronics,64.38
2765,Monitor,Accessories,357.16
2766,Laptop,Accessories,123.04
2767,Microphone,Accessories,387.45
2768,Mouse,Electronics,187.78
2769,Monitor,Accessories,53.39
2770,Microphone,Computing,396.5
2771,Adapter,Computing,216.89
2772,Laptop,Accessories,468.14
2773,Adapter,Computing,86.65
2774,Microphone,Electronics,436.92
2775,Webcam,Accessories,162.05
2776,Laptop,Computing,429.14
2777,Laptop,Electronics,39.8
2778,Adapter,Computing,387.47
2779,Mouse,Accessories,344.85
2780,Mouse,Electronics,168.61
2781,Speaker,Computing,392.51
2782,Webcam,Accessories,404.81
2783,Keyboard,Accessories,173.3
2784,Keyboard,Computing,315.48
2785,Microphone,Computing,436.5
2786,Laptop,Electronics,297.49
2787,Headphones,Electronics,371.95
2788,Cable,Computing,106.03
2789,Speaker,Computing,348.79
2790,Adapter,Computing,280.09
2791,Mouse,Accessories,469.86
2792,Mouse,Electronics,417.77
2793,Monitor,Electronics,327.53
2794,Adapter,Electronics,288.04
2795,Microphone,Computing,406.75
2796,Microphone,Computing,414.96
2797,Microphone,Computing,25.98
2798,Cable,Electronics,287.36
2799,Webcam,Electronics,451.68
2800,Cable,Accessories,486.8
2801,Microphone,Electronics,282.26
2802,Microphone,Accessories,306.04
2803,Speaker,Electronics,29.51
2804,Keyboard,Accessories,349.46
2805,Speaker,Computing,64.72
2806,Keyboard,Accessories,268.09
2807,Headphones,Computing,277.55
2808,Adapter,Accessories,126.33
2809,Speaker,Electronics,245.73
2810,Adapter,Computing,439.51
2811,Microphone,Computing,402.35
2812,Mouse,Accessories,172.09
2813,Webcam,Accessories,20.19
2814,Webcam,Electronics,246.88
2815,Webcam,Computing,105.68
2816,Monitor,Computing,39.0
2817,Laptop,Computing,280.56
2818,Laptop,Accessories,473.01
2819,Webcam,Computing,418.96
2820,Speaker,Computing,16.39
2821,Microphone,Accessories,311.13
2822,Cable,Computing,449.31
2823,Microphone,Electronics,442.04
2824,Monitor,Electronics,448.91
2825,Cable,Accessories,264.93
2826,Speaker,Electronics,245.66
2827,Keyboard,Electronics,499.9
2828,Webcam,Electronics,36.91
2829,Speaker,Accessories,64.8
2830,Monitor,Electronics,90.39
2831,Keyboard,Computing,312.04
2832,Laptop,Electronics,94.55
2833,Webcam,Accessories,444.27
2834,Webcam,Electronics,391.7
2835,Adapter,Computing,210.28
2836,Webcam,Electronics,97.39
2837,Laptop,Electronics,58.91
2838,Microphone,Computing,208.3
2839,Speaker,Computing,217.97
2840,Mouse,Electronics,184.49
2841,Headphones,Electronics,415.44
2842,Speaker,Electronics,186.91
2843,Headphones,Accessories,370.48
2844,Laptop,Computing,471.0
2845,Mouse,Accessories,340.44
2846,Monitor,Accessories,336.07
2847,Mouse,Electronics,174.36
2848,Monitor,Accessories,65.66
2849,Speaker,Computing,50.93
2850,Microphone,Electronics,469.23
2851,Microphone,Accessories,211.84
2852,Speaker,Computing,207.77
2853,Mouse,Accessories,417.16
2854,Webcam,Accessories,267.17
2855,Microphone,Accessories,300.74
2856,Webcam,Computing,364.01
2857,Adapter,Accessories,487.29
2858,Webcam,Computing,381.52
2859,Mouse,Computing,304.05
2860,Headphones,Computing,344.39
2861,Laptop,Electronics,165.47
2862,Cable,Computing,329.39
2863,Headphones,Accessories,119.08
2864,Keyboard,Electronics,332.23
2865,Mouse,Electronics,128.72
2866,Adapter,Electronics,75.25
2867,Mouse,Electronics,101.45
2868,Adapter,Electronics,279.84
2869,Webcam,Electronics,262.98
2870,Webcam,Computing,151.48
2871,Microphone,Accessories,305.01
2872,Webcam,Computing,150.09
2873,Adapter,Computing,462.02
2874,Speaker,Computing,480.88
2875,Speaker,Computing,296.88
2876,Microphone,Accessories,289.03
2877,Laptop,Electronics,274.98
2878,Microphone,Electronics,189.21
2879,Headphones,Electronics,218.27
2880,Microphone,Computing,355.91
2881,Cable,Electronics,112.32
2882,Speaker,Accessories,172.68
2883,Headphones,Computing,485.35
2884,Webcam,Electronics,480.71
2885,Laptop,Electronics,439.0
2886,Webcam,Accessories,200.43
2887,Keyboard,Computing,486.49
2888,Microphone,Computing,94.22
2889,Webcam,Computing,456.99
2890,Speaker,Electronics,27.26
2891,Monitor,Accessories,142.1
2892,Microphone,Computing,313.63
2893,Mouse,Electronics,431.11
2894,Headphones,Electronics,366.66
2895,Laptop,Electronics,13.91
2896,Microphone,Computing,316.53
2897,Speaker,Computing,414.21
2898,Cable,Computing,357.33
2899,Speaker,Electronics,71.95
2900,Headphones,Electronics,196.24
2901,Laptop,Accessories,384.44
2902,Headphones,Accessories,302.29
2903,Microphone,Accessories,327.13
2904,Mouse,Accessories,441.23
2905,Webcam,Accessories,292.41
2906,Microphone,Electronics,113.42
2907,Laptop,Accessories,320.12
2908,Microphone,Accessories,121.02
2909,Microphone,Computing,326.34
2910,Monitor,Electronics,136.63
2911,Laptop,Accessories,405.23
2912,Mouse,Computing,146.95
2913,Speaker,Accessories,349.96
2914,Keyboard,Accessories,338.43
2915,Cable,Electronics,301.65
2916,Adapter,Computing,330.42
2917,Webcam,Computing,86.09
2918,Speaker,Computing,49.73
2919,Microphone,Accessories,357.05
2920,Webcam,Computing,442.4
2921,Webcam,Electronics,43.56
2922,Webcam,Computing,262.52
2923,Speaker,Electronics,400.32
2924,Monitor,Electronics,169.49
2925,Mouse,Accessories,471.5
2926,Mouse,Accessories,380.12
2927,Monitor,Computing,144.17
2928,Webcam,Computing,473.69
2929,Cable,Computing,76.11
2930,Adapter,Computing,236.45
2931,Headphones,Electronics,288.72
2932,Mouse,Electronics,346.38
2933,Cable,Electronics,168.39
2934,Headphones,Electronics,446.46
2935,Adapter,Computing,90.67
2936,Laptop,Electronics,362.6
2937,Adapter,Computing,295.69
2938,Webcam,Computing,378.18
2939,Webcam,Computing,446.29
2940,Microphone,Computing,313.55
2941,Laptop,Computing,495.8
2942,Monitor,Accessories,41.99
2943,Speaker,Computing,342.3
2944,Microphone,Electronics,217.76
2945,Laptop,Computing,47.01
2946,Microphone,Electronics,447.3
2947,Microphone,Computing,337.11
2948,Cable,Computing,444.09
2949,Laptop,Accessories,353.31
2950,Cable,Accessories,231.57
2951,Microphone,Computing,80.81
2952,Monitor,Accessories,102.9
2953,Microphone,Electronics,107.71
2954,Monitor,Accessories,383.84
2955,Headphones,Electronics,342.86
2956,Laptop,Electronics,212.44
2957,Microphone,Accessories,96.85
2958,Keyboard,Computing,490.26
2959,Mouse,Accessories,190.9
2960,Webcam,Accessories,98.55
2961,Speaker,Electronics,192.49
2962,Microphone,Electronics,192.27
2963,Mouse,Electronics,261.92
2964,Cable,Electronics,354.24
2965,Cable,Computing,192.59
2966,Cable,Electronics,378.94
2967,Cable,Electronics,270.78
2968,Microphone,Computing,282.14
2969,Mouse,Computing,359.17
2970,Microphone,Accessories,95.52
2971,Speaker,Computing,60.25
2972,Microphone,Computing,154.12
2973,Mouse,Accessories,344.49
2974,Adapter,Electronics,333.72
2975,Adapter,Accessories,319.92
2976,Cable,Electronics,435.93
2977,Adapter,Electronics,114.34
2978,Headphones,Electronics,469.42
2979,Monitor,Electronics,255.21
2980,Cable,Electronics,286.87
2981,Adapter,Accessories,491.18
2982,Headphones,Computing,479.82
2983,Mouse,Electronics,175.02
2984,Adapter,Computing,424.01
2985,Keyboard,Computing,115.28
2986,Speaker,Electronics,407.72
2987,Webcam,Computing,390.47
2988,Webcam,Computing,10.57
2989,Monitor,Computing,434.64
2990,Microphone,Accessories,20.52
2991,Mouse,Electronics,355.45
2992,Laptop,Accessories,387.25
2993,Microphone,Computing,40.22
2994,Microphone,Computing,155.68
2995,Laptop,Computing,374.22
2996,Monitor,Electronics,339.31
2997,Adapter,Accessories,462.08
2998,Keyboard,Accessories,153.38
2999,Cable,Computing,312.16
3000,Cable,Accessories,391.62
3001,Adapter,Accessories,32.08
3002,Laptop,Electronics,262.22
3003,Speaker,Accessories,166.67
3004,Mouse,Electronics,312.71
3005,Laptop,Accessories,291.29
3006,Mouse,Accessories,335.89
3007,Laptop,Accessories,420.6
3008,Microphone,Electronics,422.64
3009,Laptop,Electronics,411.54
3010,Adapter,Electronics,111.53
3011,Microphone,Computing,464.77
3012,Laptop,Electronics,287.98
3013,Headphones,Computing,147.34
3014,Laptop,Computing,351.1
3015,Microphone,Electronics,170.92
3016,Webcam,Accessories,452.27
3017,Microphone,Electronics,58.57
3018,Mouse,Accessories,325.94
3019,Keyboard,Computing,380.24
3020,Laptop,Accessories,263.36
3021,Mouse,Computing,154.85
3022,Keyboard,Computing,68.96
3023,Laptop,Computing,179.03
3024,Cable,Accessories,81.53
3025,Laptop,Computing,306.77
3026,Headphones,Electronics,257.05
3027,Webcam,Computing,247.3
3028,Microphone,Accessories,226.96
3029,Webcam,Electronics,19.4
3030,Keyboard,Electronics,316.35
3031,Mouse,Electronics,254.56
3032,Keyboard,Accessories,297.52
3033,Adapter,Computing,166.34
3034,Adapter,Accessories,39.41
3035,Headphones,Accessories,243.58
3036,Speaker,Electronics,112.13
3037,Mouse,Computing,497.08
3038,Laptop,Accessories,256.21
3039,Adapter,Accessories,85.5
3040,Webcam,Electronics,23.7
3041,Laptop,Electronics,441.69
3042,Microphone,Accessories,268.18
3043,Laptop,Electronics,350.99
3044,Speaker,Computing,216.6
3045,Webcam,Computing,282.24
3046,Keyboard,Accessories,167.52
3047,Adapter,Computing,291.73
3048,Headphones,Computing,332.2
3049,Laptop,Electronics,401.87
3050,Speaker,Electronics,53.34
3051,Monitor,Computing,152.34
3052,Mouse,Electronics,322.83
3053,Cable,Computing,388.31
3054,Monitor,Electronics,327.63
3055,Speaker,Computing,366.14
3056,Speaker,Electronics,406.22
3057,Headphones,Computing,268.37
3058,Webcam,Computing,361.91
3059,Laptop,Electronics,130.08
3060,Webcam,Electronics,212.96
3061,Keyboard,Computing,345.59
3062,Mouse,Electronics,34.82
3063,Webcam,Electronics,130.1
3064,Mouse,Computing,15.74
3065,Webcam,Electronics,91.49
3066,Microphone,Computing,279.05
3067,Microphone,Accessories,156.15
3068,Speaker,Computing,492.89
3069,Webcam,Electronics,102.17
3070,Headphones,Accessories,111.0
3071,Monitor,Electronics,14.81
3072,Monitor,Accessories,72.96
3073,Speaker,Accessories,352.35
3074,Webcam,Computing,420.11
3075,Microphone,Electronics,462.19
3076,Mouse,Electronics,114.36
3077,Monitor,Accessories,472.13
3078,Laptop,Electronics,22.05
3079,Monitor,Electronics,33.85
3080,Adapter,Electronics,316.44
3081,Cable,Accessories,361.78
3082,Adapter,Accessories,400.86
3083,Headphones,Electronics,318.38
3084,Adapter,Accessories,167.73
3085,Laptop,Accessories,117.39
3086,Laptop,Computing,443.42
3087,Headphones,Electronics,356.2
3088,Mouse,Computing,353.67
3089,Webcam,Accessories,323.05
3090,Speaker,Accessories,61.45
3091,Adapter,Electronics,165.8
3092,Headphones,Electronics,13.88
3093,Microphone,Computing,117.88
3094,Monitor,Accessories,45.02
3095,Mouse,Electronics,207.02
3096,Mouse,Computing,296.19
3097,Laptop,Computing,70.11
3098,Cable,Electronics,88.53
3099,Webcam,Electronics,384.52
3100,Microphone,Accessories,75.31
3101,Mouse,Accessories,416.03
3102,Monitor,Electronics,235.13
3103,Laptop,Electronics,53.16
3104,Headphones,Computing,339.75
3105,Keyboard,Electronics,483.92
3106,Monitor,Electronics,314.52
3107,Monitor,Electronics,40.71
3108,Mouse,Computing,169.05
3109,Speaker,Accessories,385.15
3110,Monitor,Accessories,130.13
3111,Laptop,Computing,300.13
3112,Speaker,Electronics,221.3
3113,Laptop,Computing,187.63
3114,Laptop,Accessories,363.53
3115,Speaker,Computing,285.92
3116,Speaker,Computing,429.79
3117,Webcam,Computing,133.99
3118,Microphone,Computing,216.85
3119,Laptop,Computing,52.18
3120,Adapter,Computing,402.24
3121,Mouse,Accessories,266.38
3122,Monitor,Electronics,385.52
3123,Headphones,Computing,339.4
3124,Adapter,Electronics,168.34
3125,Webcam,Computing,186.06
3126,Keyboard,Computing,478.69
3127,Webcam,Electronics,163.51
3128,Cable,Electronics,72.59
3129,Laptop,Electronics,439.23
3130,Microphone,Accessories,54.92
3131,Microphone,Electronics,244.68
3132,Keyboard,Electronics,370.94
3133,Keyboard,Computing,282.02
3134,Webcam,Electronics,104.22
3135,Headphones,Accessories,442.57
3136,Monitor,Accessories,486.24
3137,Cable,Computing,39.8
3138,Microphone,Accessories,119.04
3139,Mouse,Accessories,341.64
3140,Mouse,Electronics,273.75
3141,Keyboard,Electronics,138.9
3142,Headphones,Accessories,177.38
3143,Microphone,Electronics,97.22
3144,Keyboard,Accessories,332.25
3145,Speaker,Electronics,204.19
3146,Webcam,Computing,10.54
3147,Keyboard,Computing,321.43
3148,Webcam,Accessories,377.23
3149,Adapter,Electronics,451.37
3150,Speaker,Electronics,90.03
3151,Keyboard,Electronics,184.16
3152,Keyboard,Electronics,285.71
3153,Speaker,Electronics,451.48
3154,Cable,Accessories,286.85
3155,Speaker,Electronics,284.29
3156,Mouse,Computing,157.3
3157,Laptop,Accessories,351.15
3158,Monitor,Electronics,312.0
3159,Mouse,Computing,61.1
3160,Mouse,Accessories,139.14
3161,Monitor,Accessories,414.18
3162,Laptop,Accessories,461.59
3163,Monitor,Computing,452.21
3164,Cable,Computing,193.56
3165,Adapter,Electronics,386.61
3166,Speaker,Electronics,406.0
3167,Speaker,Computing,490.19
3168,Cable,Computing,21.4
3169,Mouse,Electronics,185.76
3170,Keyboard,Computing,360.78
3171,Keyboard,Accessories,238.25
3172,Keyboard,Computing,378.8
3173,Headphones,Accessories,39.93
3174,Keyboard,Accessories,201.16
3175,Headphones,Computing,138.9
3176,Laptop,Accessories,376.04
3177,Keyboard,Electronics,80.77
3178,Keyboard,Electronics,63.85
3179,Laptop,Computing,270.31
3180,Microphone,Computing,310.36
3181,Microphone,Electronics,487.65
3182,Keyboard,Electronics,75.19
3183,Headphones,Computing,122.74
3184,Cable,Computing,226.44
3185,Microphone,Accessories,409.67
3186,Monitor,Electronics,206.05
3187,Headphones,Accessories,307.29
3188,Webcam,Computing,413.98
3189,Cable,Computing,401.29
3190,Keyboard,Computing,490.16
3191,Headphones,Electronics,404.18
3192,Cable,Computing,185.26
3193,Headphones,Computing,88.73
3194,Headphones,Accessories,228.47
3195,Monitor,Computing,331.23
3196,Webcam,Electronics,351.4
3197,Microphone,Accessories,109.25
3198,Cable,Electronics,484.78
3199,Keyboard,Accessories,481.88
3200,Webcam,Electronics,77.81
3201,Microphone,Computing,115.05
3202,Headphones,Accessories,37.04
3203,Keyboard,Accessories,320.66
3204,Keyboard,Accessories,479.82
3205,Monitor,Accessories,384.42
3206,Laptop,Accessories,45.61
3207,Speaker,Accessories,217.59
3208,Headphones,Computing,148.67
3209,Cable,Electronics,220.48
3210,Webcam,Computing,269.39
3211,Webcam,Computing,202.85
3212,Headphones,Accessories,114.98
3213,Keyboard,Accessories,449.72
3214,Cable,Electronics,255.07
3215,Speaker,Electronics,322.42
3216,Mouse,Accessories,140.08
3217,Keyboard,Electronics,362.8
3218,Microphone,Electronics,250.17
3219,Laptop,Accessories,354.41
3220,Headphones,Computing,335.48
3221,Headphones,Electronics,466.2
3222,Laptop,Computing,485.61
3223,Headphones,Electronics,174.6
3224,Microphone,Computing,19.3
3225,Mouse,Computing,207.98
3226,Adapter,Computing,65.96
3227,Adapter,Electronics,493.39
3228,Adapter,Electronics,83.18
3229,Headphones,Electronics,494.39
3230,Speaker,Electronics,94.05
3231,Mouse,Electronics,433.03
3232,Monitor,Electronics,128.24
3233,Keyboard,Computing,475.25
3234,Monitor,Accessories,11.57
3235,Adapter,Electronics,335.52
3236,Cable,Accessories,399.0
3237,Adapter,Electronics,204.49
3238,Laptop,Accessories,359.26
3239,Headphones,Accessories,12.95
3240,Keyboard,Electronics,368.82
3241,Mouse,Electronics,473.91
3242,Monitor,Accessories,102.57
3243,Speaker,Accessories,55.13
3244,Laptop,Accessories,365.2
3245,Laptop,Accessories,107.35
3246,Headphones,Electronics,329.08
3247,Webcam,Accessories,96.42
3248,Adapter,Electronics,23.08
3249,Adapter,Electronics,79.96
3250,Monitor,Computing,170.19
3251,Monitor,Electronics,339.05
3252,Headphones,Computing,101.41
3253,Laptop,Computing,256.8
3254,Speaker,Computing,45.2
3255,Laptop,Electronics,53.44
3256,Laptop,Electronics,19.73
3257,Keyboard,Computing,497.21
3258,Keyboard,Computing,391.9
3259,Laptop,Electronics,361.93
3260,Cable,Computing,211.73
3261,Cable,Accessories,276.27
3262,Headphones,Electronics,316.56
3263,Cable,Computing,252.64
3264,Microphone,Computing,395.63
3265,Speaker,Accessories,37.85
3266,Headphones,Accessories,494.03
3267,Keyboard,Electronics,222.56
3268,Cable,Accessories,249.05
3269,Headphones,Accessories,236.46
3270,Keyboard,Electronics,130.6
3271,Keyboard,Electronics,319.92
3272,Monitor,Computing,335.51
3273,Webcam,Accessories,293.2
3274,Microphone,Computing,232.9
3275,Cable,Electronics,493.14
3276,Adapter,Computing,481.7
3277,Cable,Electronics,47.89
3278,Keyboard,Accessories,488.95
3279,Cable,Accessories,439.42
3280,Laptop,Accessories,132.14
3281,Keyboard,Computing,122.04
3282,Speaker,Computing,335.3
3283,Speaker,Electronics,185.94
3284,Headphones,Electronics,485.43
3285,Adapter,Electronics,44.87
3286,Keyboard,Electronics,434.72
3287,Webcam,Computing,359.08
3288,Mouse,Electronics,207.96
3289,Mouse,Computing,18.79
3290,Adapter,Computing,295.1
3291,Speaker,Computing,326.88
3292,Mouse,Computing,160.83
3293,Cable,Accessories,168.11
3294,Keyboard,Computing,313.18
3295,Mouse,Accessories,293.75
3296,Webcam,Electronics,205.55
3297,Webcam,Electronics,104.09
3298,Keyboard,Electronics,107.72
3299,Cable,Electronics,331.96
3300,Microphone,Electronics,97.33
3301,Headphones,Accessories,144.51
3302,Webcam,Electronics,182.23
3303,Webcam,Electronics,331.7
3304,Microphone,Electronics,322.34
3305,Webcam,Accessories,75.23
3306,Headphones,Accessories,169.65
3307,Speaker,Accessories,399.93
3308,Adapter,Computing,484.0
3309,Webcam,Computing,410.44
3310,Speaker,Electronics,200.6
3311,Adapter,Computing,401.16
3312,Webcam,Accessories,437.98
3313,Speaker,Computing,364.23
3314,Keyboard,Accessories,407.82
3315,Mouse,Electronics,308.04
3316,Laptop,Electronics,232.64
3317,Speaker,Accessories,100.48
3318,Mouse,Computing,229.29
3319,Cable,Electronics,94.63
3320,Webcam,Electronics,110.01
3321,Monitor,Accessories,460.03
3322,Mouse,Electronics,154.18
3323,Speaker,Computing,311.56
3324,Monitor,Electronics,406.32
3325,Laptop,Electronics,167.11
3326,Monitor,Computing,423.49
3327,Cable,Accessories,208.6
3328,Webcam,Accessories,177.23
3329,Cable,Computing,116.42
3330,Speaker,Accessories,39.0
3331,Monitor,Electronics,160.97
3332,Keyboard,Computing,292.74
3333,Cable,Computing,105.24
3334,Speaker,Accessories,195.88
3335,Cable,Electronics,441.98
3336,Adapter,Accessories,238.28
3337,Monitor,Electronics,55.92
3338,Adapter,Electronics,392.55
3339,Monitor,Electronics,105.55
3340,Monitor,Accessories,288.22
3341,Headphones,Computing,433.54
3342,Laptop,Computing,313.45
3343,Webcam,Computing,327.84
3344,Mouse,Computing,214.47
3345,Laptop,Electronics,272.82
3346,Keyboard,Computing,90.58
3347,Speaker,Electronics,438.39
3348,Headphones,Electronics,33.19
3349,Mouse,Electronics,52.71
3350,Adapter,Accessories,147.27
3351,Webcam,Accessories,239.75
3352,Mouse,Accessories,453.96
3353,Adapter,Computing,334.63
3354,Webcam,Electronics,130.18
3355,Cable,Electronics,214.26
3356,Laptop,Computing,189.2
3357,Adapter,Accessories,350.2
3358,Speaker,Accessories,495.15
3359,Microphone,Electronics,157.99
3360,Adapter,Computing,493.46
3361,Mouse,Accessories,146.84
3362,Headphones,Electronics,158.93
3363,Laptop,Computing,457.92
3364,Laptop,Electronics,326.06
3365,Microphone,Electronics,377.79
3366,Keyboard,Computing,183.1
3367,Keyboard,Computing,365.35
3368,Headphones,Electronics,492.25
3369,Speaker,Accessories,103.44
3370,Cable,Accessories,303.15
3371,Speaker,Accessories,96.16
3372,Microphone,Accessories,425.7
3373,Headphones,Electronics,144.94
3374,Adapter,Electronics,272.28
3375,Monitor,Computing,27.43
3376,Microphone,Accessories,195.71
3377,Webcam,Electronics,412.03
3378,Speaker,Accessories,103.48
3379,Headphones,Computing,428.28
3380,Speaker,Computing,219.28
3381,Cable,Electronics,496.86
3382,Microphone,Accessories,358.97
3383,Adapter,Computing,298.4
3384,Monitor,Computing,83.46
3385,Monitor,Computing,309.75
3386,Webcam,Electronics,198.86
3387,Keyboard,Accessories,449.12
3388,Microphone,Accessories,173.06
3389,Cable,Accessories,373.73
3390,Webcam,Electronics,218.47
3391,Monitor,Computing,355.31
3392,Cable,Accessories,79.78
3393,Adapter,Computing,218.27
3394,Speaker,Accessories,42.66
3395,Speaker,Electronics,205.53
3396,Monitor,Electronics,334.02
3397,Cable,Computing,418.03
3398,Keyboard,Computing,222.32
3399,Cable,Electronics,159.23
3400,Webcam,Accessories,297.57
3401,Adapter,Accessories,203.04
3402,Mouse,Computing,248.41
3403,Keyboard,Computing,442.24
3404,Microphone,Computing,374.9
3405,Monitor,Accessories,43.27
3406,Speaker,Computing,128.7
3407,Monitor,Computing,17.84
3408,Keyboard,Electronics,395.35
3409,Cable,Electronics,224.47
3410,Headphones,Electronics,16.34
3411,Laptop,Electronics,388.6
3412,Adapter,Accessories,223.62
3413,Laptop,Accessories,424.29
3414,Cable,Computing,151.36
3415,Microphone,Accessories,346.82
3416,Keyboard,Electronics,162.97
3417,Webcam,Computing,470.03
3418,Monitor,Electronics,319.46
3419,Laptop,Computing,381.72
3420,Webcam,Computing,443.19
3421,Monitor,Computing,471.72
3422,Laptop,Accessories,179.86
3423,Mouse,Computing,285.86
3424,Monitor,Accessories,109.97
3425,Laptop,Computing,283.77
3426,Cable,Accessories,293.9
3427,Headphones,Electronics,178.21
3428,Monitor,Accessories,388.4
3429,Adapter,Electronics,130.88
3430,Laptop,Computing,176.16
3431,Adapter,Computing,364.17
3432,Microphone,Accessories,392.39
3433,Speaker,Computing,128.42
3434,Monitor,Electronics,350.2
3435,Cable,Accessories,192.97
3436,Webcam,Computing,465.24
3437,Microphone,Computing,414.29
3438,Keyboard,Electronics,120.13
3439,Cable,Electronics,454.9
3440,Mouse,Computing,328.97
3441,Microphone,Computing,277.0
